Degree,Scaling_Factor,Convergence_Iterations,Total_Time_seconds,Final_Error,Min_Iteration_Time,Max_Iteration_Time,Avg_Iteration_Time,Var_Iteration_Time
16,36,30,2309.900960922241,7.722710356435301e-05,72.28340411186218,87.90436601638794,76.99656751155854,29.01715863020492
16,38,30,2474.5183820724487,4.497131741142897e-06,71.24780821800232,89.98036980628967,82.48381751378378,12.744512597170957
16,40,30,2566.016112804413,6.000631505727607e-08,74.05989289283752,96.9977958202362,85.53370985190074,23.358757702619183
16,42,30,2597.3133611679077,6.004339734648572e-08,76.7289981842041,90.97700905799866,86.57697679996491,9.141065968561724
16,44,30,2616.8594579696655,8.286460045770512e-09,78.32703113555908,90.8252010345459,87.22850308418273,9.002400068795378
16,46,30,2533.8831989765167,4.7618473363457727e-07,75.86454725265503,91.28081393241882,84.46263047059377,14.75650760955366
