Degree,Scaling_Factor,Convergence_Iterations,Total_Time_seconds,Final_Error,Min_Iteration_Time,Max_Iteration_Time,Avg_Iteration_Time,Var_Iteration_Time
8,34,50,596.1324028968811,3.211048292742637e-05,8.300812005996704,15.65876817703247,11.922519817352295,0.9773722404322853
8,38,50,686.6248400211334,8.866552431563169e-08,8.267410039901733,16.90142321586609,13.732350873947144,1.979847981721736
8,42,50,653.854161977768,6.740428863733759e-10,8.650336027145386,14.950610160827637,13.0769504737854,0.658372066336245
8,46,50,645.1532649993896,3.039346877861902e-08,9.30460810661316,14.87202000617981,12.902935767173767,0.609662489682758
16,38,50,1704.2037949562073,1.4868166291775154e-07,22.271472930908203,43.17193031311035,34.08390896320343,12.095824153738057
16,42,50,1426.216547012329,1.465203474078029e-07,21.25426697731018,32.029987812042236,28.52419345855713,2.2889961852738967
16,46,50,1566.8771409988403,7.660129928649798e-09,20.051257133483887,34.95109820365906,31.337395005226135,5.2177458181328
16,50,50,1549.3133828639984,0.0005007360878609452,22.381804943084717,33.92154407501221,30.98612877845764,3.1030944760104986
