Degree,Scaling_Factor,Convergence_Iterations,Total_Time_seconds,Final_Error,Min_Iteration_Time,Max_Iteration_Time,Avg_Iteration_Time,Var_Iteration_Time
16,38,50,4105.821344137192,3.1989641785507576e-07,70.43267607688904,90.72263288497925,82.11629554748535,37.956083015510195
16,42,50,3971.91721701622,1.8740182694766893e-08,73.5638337135315,86.84937596321106,79.43821671009064,16.25496351831998
16,46,50,3845.9862983226776,4.768415231720348e-07,64.9745123386383,87.91346383094788,76.91960241317749,35.143089733956835
32,38,50,10549.751397132874,0.0003806231718648,197.53536796569824,242.0250792503357,210.99489669322966,215.77048428784593
32,42,50,11223.986211061478,1.4125219766097002e-06,198.70007586479187,251.60588812828064,224.4795913028717,275.9575746247933
32,46,50,10776.989842176437,1.7407117830300447e-07,188.46159982681274,241.01031017303467,215.539494638443,163.75819138755503
